"diffSecs","N.samples","x.mean","x.absolute.deviation","x.standard.deviation","x.max.deviation","x.PSD.1","x.PSD.3","x.PSD.6","x.PSD.10","y.mean","y.absolute.deviation","y.standard.deviation","y.max.deviation","y.PSD.1","y.PSD.3","y.PSD.6","y.PSD.10","z.mean","z.absolute.deviation","z.standard.deviation","z.max.deviation","z.PSD.1","z.PSD.3","z.PSD.6","z.PSD.10","time"
1.07500004768372,31,0.719048857688904,0.0247972477227449,0.0287681333720684,0.0620033219456673,0.0211147889494896,0.0393889658153057,0.0388744734227657,0.00857231672853231,3.1609046459198,0.0334507972002029,0.0401943325996399,0.0816166698932648,0.0355138517916203,0.052246768027544,0.0191414337605238,0.0113935088738799,9.0942440032959,0.0413695015013218,0.0488460622727871,0.0945865586400032,0.0400500409305096,0.0929916203022003,0.102927535772324,0.0428467467427254,2012-01-22 08:00:01
2.7590000629425,10,0.680581510066986,0.0117679890245199,0.0153184728696942,0.0333425812423229,3.59488285539555e-06,7.0315054472303e-06,2.96498292300384e-05,8.71815936989151e-05,3.14499258995056,0.0205940492451191,0.0252128727734089,0.0558979287743568,6.11990117249661e-06,2.06041058845585e-05,8.33263839012943e-05,0.000147948390804231,9.12410640716553,0.0247127152979374,0.0288254953920841,0.0529558174312115,4.36077862104867e-05,0.000113920563308056,0.000377837306587026,0.000474489759653807,2012-01-22 08:00:03
0.431999921798706,99,0.710635423660278,0.0281782373785973,0.0329644307494164,0.0640899091959,0.0448675155639648,0.145949050784111,0.202082738280296,0.200332909822464,3.14417028427124,0.0348301269114017,0.0419480949640274,0.104108922183514,0.25129434466362,0.452270835638046,0.0808259025216103,0.210868686437607,9.09264659881592,0.0327688232064247,0.0401487275958061,0.0901417806744576,0.356418371200562,0.23020213842392,0.173725768923759,0.258052170276642,2012-01-22 08:00:04
1.00200009346008,62,0.710033059120178,0.0251493137329817,0.031677421182394,0.0744988694787025,0.090492382645607,0.125787883996964,0.0179993566125631,0.150280579924583,3.14556193351746,0.0533039234578609,0.0663411319255829,0.183953806757927,0.242414742708206,0.196449726819992,0.462804794311523,0.371547281742096,9.10215282440186,0.042767558246851,0.0544643700122833,0.148681238293648,0.187618419528008,0.326496005058289,0.171846553683281,0.481786042451859,2012-01-22 08:00:05
1.00999999046326,40,0.666607022285461,0.0340781062841415,0.0382640063762665,0.068891704082489,0.126237809658051,0.208082437515259,0.0524040907621384,0.0208168216049671,3.13837313652039,0.0183875560760498,0.0241697616875172,0.0688917189836502,0.0158083532005548,0.02127530798316,0.00624368619173765,0.00932461488991976,9.1069450378418,0.058177899569273,0.0665679126977921,0.130919456481934,0.0786792859435081,0.0881368815898895,0.412361681461334,0.117268733680248,2012-01-22 08:00:06
1.09800004959106,44,0.706078767776489,0.028974199667573,0.0393934026360512,0.107873156666756,0.124559484422207,0.130651548504829,0.0484786592423916,0.0118385348469019,3.1189603805542,0.048546988517046,0.0555123873054981,0.098512202501297,0.331605911254883,0.590267896652222,0.234175309538841,0.0172960367053747,9.09856510162354,0.0533591471612453,0.0659702494740486,0.129492953419685,0.497960686683655,0.827714741230011,0.279377609491348,0.279238939285278,2012-01-22 08:00:07
1.00299978256226,28,0.645837962627411,0.0216146595776081,0.0272015240043402,0.0602408312261105,0.0032251114025712,0.00435055373236537,0.00346871162764728,0.00513289403170347,3.09715008735657,0.0211643148213625,0.0260850079357624,0.0472819805145264,0.00754445884376764,0.013481599278748,0.0137110333889723,0.00343245314434171,9.1082763671875,0.0312711521983147,0.0403791405260563,0.0959649085998535,0.00805681198835373,0.0142970727756619,0.0129165155813098,0.00276366551406682,2012-01-22 08:00:08
1.01900005340576,40,0.636206388473511,0.0329748578369617,0.0381822325289249,0.0698723718523979,0.125591799616814,0.227495744824409,0.145087242126465,0.025648545473814,3.13910865783691,0.0307929459959269,0.0398227497935295,0.0990471243858337,0.0252250917255878,0.0325627662241459,0.0563159584999084,0.060409639030695,9.10057067871094,0.0348135456442833,0.0386087521910667,0.0686464309692383,0.0501383617520332,0.0987575054168701,0.071371778845787,0.0462648868560791,2012-01-22 08:00:09
1.00100016593933,36,0.703899562358856,0.0188868846744299,0.021819781512022,0.0468539893627167,0.00769312120974064,0.00695022381842136,0.00978830549865961,0.0164774302393198,3.05640578269958,0.0323255769908428,0.0373425558209419,0.0719153136014938,0.0425751619040966,0.09073256701231,0.0619246177375317,0.00896705500781536,9.10329437255859,0.035170704126358,0.0396068133413792,0.0757289975881577,0.0157735738903284,0.0482311919331551,0.0721915364265442,0.0117987729609013,2012-01-22 08:00:10
1,48,0.674002885818481,0.0325185768306255,0.0373286381363869,0.0954105108976364,0.0589407123625278,0.265772879123688,0.0978111624717712,0.0359987914562225,3.12995576858521,0.0285346824675798,0.0344592444598675,0.0800876095890999,0.0999218598008156,0.212470695376396,0.129209026694298,0.156132400035858,9.12059211730957,0.0258616413921118,0.0358065441250801,0.117271900177002,0.0100644771009684,0.0794335678219795,0.142634898424149,0.0233120862394571,2012-01-22 08:00:11
1.19199991226196,42,0.698373556137085,0.0175118707120419,0.0246364120393991,0.070747971534729,0.00789629854261875,0.0267980694770813,0.0261541213840246,0.00609816098585725,3.07461810112,0.0270627494901419,0.032471239566803,0.073783241212368,0.0144888516515493,0.07460967451334,0.124794386327267,0.0504783317446709,9.09309864044189,0.0385371781885624,0.046826496720314,0.100401245057583,0.0956341251730919,0.265347242355347,0.11192611604929,0.0437255799770355,2012-01-22 08:00:12
1.02099990844727,51,0.638009071350098,0.0275310110300779,0.0321700647473335,0.0692234262824059,0.0757923051714897,0.17572408914566,0.0195598732680082,0.0318332426249981,3.14101219177246,0.0264452248811722,0.0330879762768745,0.100950762629509,0.00168672855943441,0.0310968272387981,0.024620845913887,0.0323392972350121,9.09422492980957,0.0517591573297977,0.0627728402614594,0.124025978147984,0.587153077125549,1.37251877784729,0.340656578540802,0.0818833187222481,2012-01-22 08:00:13
1.07200002670288,30,0.671428620815277,0.0176519677042961,0.0217423774302006,0.0444568395614624,0.00296371546573937,0.00548465875908732,0.00375575851649046,0.00160461850464344,3.09334421157837,0.0195696894079447,0.0248971935361624,0.0545904859900475,0.000996945193037391,0.00195665331557393,0.00289026345126331,0.00463467743247747,9.13848972320557,0.022882143035531,0.0288403201848269,0.0673388764262199,0.0150143504142761,0.0285937320441008,0.0273186825215816,0.0108202192932367,2012-01-22 08:00:14
1.00800013542175,47,0.662887811660767,0.0338460318744183,0.0403912998735905,0.0744887962937355,0.256424874067307,0.299782127141953,0.0847408473491669,0.089140497148037,3.09326767921448,0.0295397769659758,0.0362298078835011,0.0924327448010445,0.105228543281555,0.0942240133881569,0.046225793659687,0.0330850370228291,9.10432624816895,0.026627516373992,0.0316999666392803,0.0648906975984573,0.00430446537211537,0.0554976500570774,0.0677995905280113,0.0172573961317539,2012-01-22 08:00:15
1.01600003242493,41,0.670918345451355,0.0377331413328648,0.0451207607984543,0.0841936990618706,0.0895690992474556,0.231215745210648,0.16199654340744,0.00603688973933458,3.09818363189697,0.0300557985901833,0.0376017428934574,0.0875421538949013,0.0922218859195709,0.125411927700043,0.0441632531583309,0.0491474084556103,9.10989856719971,0.0517226308584213,0.0612981133162975,0.108352199196815,0.304002106189728,0.443300813436508,0.131585478782654,0.144652500748634,2012-01-22 08:00:16
1.00399994850159,40,0.662439167499542,0.0282431486994028,0.0366898477077484,0.0740401893854141,0.104562357068062,0.201265662908554,0.138688310980797,0.0537551902234554,3.10576605796814,0.0511416830122471,0.0606983378529549,0.134351179003716,0.163210839033127,0.28386977314949,0.117605082690716,0.0321592316031456,9.10866069793701,0.0148080158978701,0.0185922365635633,0.0473170056939125,0.000833331025205553,0.00210939696989954,0.000974905560724437,0.0171465538442135,2012-01-22 08:00:17
1.00699996948242,38,0.65730357170105,0.0266490932554007,0.0349615477025509,0.0781951248645782,0.0229730103164911,0.0507106557488441,0.115114070475101,0.0628502666950226,3.10380458831787,0.0477428771555424,0.0558725297451019,0.112776570022106,0.143012806773186,0.228109017014503,0.0632597580552101,0.079306997358799,9.10160255432129,0.027301013469696,0.0351277701556683,0.089291974902153,0.00815816409885883,0.0188702773302794,0.024628508836031,0.0665185153484344,2012-01-22 08:00:18
